Material Number,Contribution Margin,Gross Margin %,Profit per Customer,Profit per Product,Profit per Batch,Profit per Plant,Planned Material Cost,Actual Material Cost,Packaging Cost,Labor Cost,Quality Cost,Manufacturing Overhead,Freight Cost,Cost Variance,Production Variance,Purchase Price Variance (PPV),Gross Revenue,Contract Manufacturing Fee,Discounts / Rebates,Freight Revenue,Net Revenue,Customer,Customer Group,Product (Material),Material Description,Product Category,Dosage Form,Formula Version,Batch Number,Plant,Sales Organization,Distribution Channel,Region / Country
MAT239129,113531.1,31.62,38012.84,32681.03,7548.56,24200.92,18023.57,19541.61,949.4,2480.67,576.12,1947.11,4613.46,2926.46,1408.42,1518.04,359047.57,252091.14,38646.1,4505.12,217950.16,HealthyWorld,Distributors,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-B-4,BATCH2026019129,PL05,SO-US01,B2B,Australia
MAT239130,8977.64,7.55,3031.06,3451.84,1055.03,939.02,6137.55,6827.13,585.93,855.91,344.46,1195.46,379.21,578.34,-111.24,689.58,118901.46,99381.48,13014.4,9240.15,95607.23,FitLife,Retail,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-D-4,BATCH2026019130,PL01,SO-AP01,B2B,South Africa
MAT239131,151344.76,37.57,52608.49,37629.17,15618.54,22852.43,20192.34,20815.7,850.16,2946.96,447.42,3441.53,2188.84,1349.03,725.67,623.36,402865.55,269546.01,46710.05,2582.97,225418.93,GreenHerb,Pharmacy,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-A-3,BATCH2026019131,PL05,SO-US01,B2B,Singapore
MAT239132,30369.79,12.52,10754.95,10792.57,4319.67,6160.55,12256.84,13009.98,1061.79,1840.81,598.66,2902.43,4211.2,174,-579.14,753.14,242536.17,196020.75,29149.58,7813.22,174684.39,FitLife,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-B-4,BATCH2026019132,PL01,SO-IN01,B2B,India
MAT239133,82378.63,26.82,25771.19,32375.2,4965.85,23485.79,15452.4,16229.49,945.69,1905.97,900.12,1506.26,7418.73,1442.49,665.4,777.09,307099.48,223799.19,28666.17,9657.24,204790.26,GreenHerb,Retail,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-C-5,BATCH2026019133,PL01,SO-IN01,B2C,Singapore
MAT239134,15247.55,30.12,5393.99,5970.27,2237.1,4332.48,2757.76,3043.08,152.6,413.51,159.64,674.06,7381.57,165.77,-119.55,285.32,50615.94,35958.69,6071.12,9586.25,39473.82,WellnessMart,Retail,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-A-3,BATCH2026019134,PL02,SO-EU01,B2B,Canada
MAT239135,50227.95,47.17,12587.79,17563.29,5602.84,5815.57,5523.27,5333.1,138.29,457.87,261.9,1019.77,815.56,162.05,352.22,-190.17,106490.63,65570.69,5633.21,7533.91,67471.39,HealthyWorld,Retail,Post-Workout - Powder,Post-Workout Recovery Powder – Muscle Repair,Post-Workout,Powder,FV-A-4,BATCH2026019135,PL04,SO-EU01,B2B,UK
MAT239136,44085.88,11.37,13368.72,11183.48,5157.05,5604.76,19447.27,20940.21,1724.57,2277.42,455.43,3770.08,1258.17,2245.1,752.16,1492.94,387812.15,315920.73,33781.42,2830.06,284969.37,GreenHerb,Pharmacy,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-2,BATCH2026019136,PL03,SO-IN01,B2C,Brazil
MAT239137,43808.89,37.82,10308.24,16606.44,4063.65,9397.9,5985.76,6082.59,249.32,436.63,327.82,913.96,4666.3,46.19,-50.64,96.83,115834.68,77338.83,4974.54,8974.21,81338.5,FitLife,E-Commerce,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-A-4,BATCH2026019137,PL05,SO-AP01,B2B,UK
MAT239138,9870.36,19.43,2818.18,2785.45,1153.87,2580.08,2766.98,2994.8,205.72,292.16,84.53,536.06,6494.49,279.5,51.68,227.82,50802.26,39109.56,3840.04,4227.98,39497.5,FitLife,Retail,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-D-5,BATCH2026019138,PL03,SO-IN01,B2B,India
MAT239139,32010.99,10.65,8892.43,8867.1,1865.73,8323.29,15131.48,16032.97,1361.2,1521.71,442.6,1423.61,6440.53,1769.13,867.64,901.49,300615.62,246089.83,21213.11,3973.08,228849.8,CarePharma,Distributors,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-4,BATCH2026019139,PL02,SO-IN01,B2C,Australia
MAT239140,71470.92,25.87,14681.86,19875.42,4474.38,12275.04,13924.44,14065.46,875.72,745.32,411.09,1412.32,2998.2,925.78,784.76,141.02,276228.58,202761.24,6498.49,4026.46,200289.21,PetCareCo,Distributors,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-C-3,BATCH2026019140,PL02,SO-US01,B2B,Germany
MAT239141,64760.47,21.17,16591.3,13737.76,6374.23,6708.76,15393.4,16507.31,1096.83,1331.94,200.62,2498.77,340.14,1156.64,42.73,1113.91,305907.49,232540.76,17291.93,794.46,216043.29,CarePharma,Distributors,Joint Health - Powder,Pet Joint Support Powder – Glucosamine Blend,Joint Health,Powder,FV-C-2,BATCH2026019141,PL04,SO-US01,B2C,UK
MAT239142,107912.76,34.69,36764.84,29267.04,13013.06,17665.96,15648.48,14618.01,738.84,2213.46,435.07,3129.71,2684.53,-474.94,555.53,-1030.47,311061.22,213091.1,34667.39,3689.3,182113.01,VitaStore,Wholesale,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-C-3,BATCH2026019142,PL01,SO-IN01,B2C,Germany
MAT239143,43713.91,17.31,12701.27,16802,3057.58,4453.88,12754.83,14111.68,996.45,1388.5,715.43,1452.87,273.59,1338.48,-18.37,1356.85,252597.69,197439.14,19919.95,9233.78,186752.97,WellnessMart,E-Commerce,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-B-2,BATCH2026019143,PL04,SO-IN01,B2B,UAE
MAT239144,51013.09,20.45,19622.71,12942.99,6484.94,7636.27,12597.46,12020.3,913.67,2141.94,295.16,2659.44,2138,58.55,635.71,-577.16,249418.09,190593.05,34925.82,2832.23,158499.46,BioHealth,Retail,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-B-2,BATCH2026019144,PL02,SO-EU01,B2B,Germany
MAT239145,138667.49,29.98,38967.68,36096.89,19578.35,33657.09,23142.06,25533.93,1286.3,2375.76,580.36,5438.88,5766,2215.53,-176.34,2391.87,462461.95,328901.33,33602.45,3155.32,298454.2,FitLife,Retail,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-A-5,BATCH2026019145,PL02,SO-EU01,B2B,Singapore
MAT239146,57739.62,21.44,16851.09,20503.02,6926.71,5833.97,13580.1,12912.79,961.04,1489.74,662.35,2701.62,240.53,-759.87,-92.56,-667.31,269271.45,204282.93,21460.95,7799.63,190621.61,WellnessMart,Pharmacy,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-A-1,BATCH2026019146,PL04,SO-IN01,B2B,Germany
MAT239147,118574.17,38.18,42130,25190.1,16517.73,17991.8,15623.85,15439.42,640.78,2358.39,204.84,3621.84,2217.65,402.28,586.71,-184.43,310563.6,206731.29,37562.13,809.64,169978.8,WellnessMart,E-Commerce,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-C-5,BATCH2026019147,PL05,SO-AP01,B2C,UAE
MAT239148,27975.94,20.4,6075.23,10210.06,2731.22,6393.72,7040.75,6772.8,511.34,430.57,360.77,1133.33,5213.19,-563.22,-295.27,-267.95,137149.85,104844.9,4272.68,8282.97,108855.19,PeakNutrition,E-Commerce,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-D-1,BATCH2026019148,PL03,SO-AP01,B2B,South Africa
MAT239149,86045.82,19.73,33118.25,31957.14,12763.04,12801.23,21841.78,21629.25,1612.35,3717.01,1154.32,5398.38,2102.12,1581.26,1793.79,-212.53,436191.13,335075.65,61144.87,8598.44,282529.22,PeakNutrition,Distributors,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-A-1,BATCH2026019149,PL02,SO-EU01,B2B,Canada
MAT239150,5115.26,29.98,1529.04,1169.62,684.03,782.56,1097.02,1225.18,60.98,125.39,18.83,243.9,2266.4,113.67,-14.49,128.16,17062.21,12135.02,1438.28,1604,12300.74,BioHealth,Retail,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-B-5,BATCH2026019150,PL05,SO-AP01,B2C,UAE
MAT239151,108899.73,38.78,37852.05,26905.2,10263.86,27367.7,14152.06,15192.64,565.37,2065.23,308.03,2196.77,6101.13,1373.27,332.69,1040.58,280827.25,186004.07,32556.6,2506.13,155953.6,HealthyWorld,E-Commerce,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-C-4,BATCH2026019151,PL01,SO-IN01,B2C,Germany
MAT239152,27031.78,13.86,9230.95,9293.38,3371.96,3636.77,9904.33,10920.98,834.39,1406.07,455.09,2050.78,1546.94,1051.75,35.1,1016.65,195005.9,156154.19,21833.9,7245.94,141566.23,PeakNutrition,E-Commerce,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-5,BATCH2026019152,PL02,SO-IN01,B2B,Germany
MAT239153,48824.57,16.06,12759.35,14360.73,4642.46,11919.83,15295.65,16263.73,1228.7,1374.54,512.9,2395.97,5821.3,1208.97,240.89,968.08,303932.58,239660.5,18194.87,4812.33,226277.96,FitLife,Distributors,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-A-3,BATCH2026019153,PL02,SO-EU01,B2B,Brazil
MAT239154,86933.74,47.43,34765.05,22839.1,6989.2,24837.3,9324.22,9388.93,229.07,1677.77,239.44,1227.76,7442.45,884.77,820.06,64.71,183285.16,112587.12,27481.19,3273.21,88379.14,FitLife,Retail,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-D-3,BATCH2026019154,PL05,SO-EU01,B2B,Canada
MAT239155,99999.47,27.76,20775.13,27935.31,6129,19758.84,18083.35,17759.06,1076.71,995.29,539.58,1793.75,4005.99,-970.18,-645.89,-324.29,360255.52,260669.03,9020.47,4088.38,255736.94,BioHealth,Distributors,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-A-3,BATCH2026019155,PL01,SO-EU01,B2B,Singapore
MAT239156,6907.63,45.86,2665.78,2454.17,436.79,824,998.12,961.8,27.32,170.53,48.73,102.3,952.27,43.2,79.52,-36.32,15064.06,9385.33,2121.73,7808.88,15072.48,PeakNutrition,Distributors,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-D-3,BATCH2026019156,PL04,SO-EU01,B2B,South Africa
MAT239157,73346.35,35.62,16100.13,16462.53,8419.65,8462.24,10444.29,11023.23,475.89,654.65,168.28,1985.96,799.57,1114.72,535.78,578.94,205915.27,139999.87,6729.38,1398.01,134668.5,NutriPlus,Distributors,Metabolic Formula - Capsule,Metabolic Support Capsule – Herbal Blend,Metabolic Formula,Capsule,FV-C-1,BATCH2026019157,PL03,SO-AP01,B2B,India
MAT239158,129104.23,31,33823.17,46030.62,18175.19,15718.35,20865.96,19704.05,1122.15,1883.97,1025.24,4889.41,1048.22,216.89,1378.8,-1161.91,416475.48,293848.35,25108.98,7870.38,276609.75,GreenHerb,Distributors,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-B-1,BATCH2026019158,PL05,SO-US01,B2B,UK
MAT239159,54168.42,42.04,20587.2,13754.04,7041.67,5845.24,6629.92,6559.12,226.42,1107.45,155.66,1432.02,508.43,-180.33,-109.53,-70.8,128849.36,83007.54,17657.3,2841.72,68191.96,FitLife,Retail,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-D-5,BATCH2026019159,PL02,SO-EU01,B2B,Australia
MAT239160,8991.09,28.9,2183.13,3183.37,458.79,2617.8,1792.4,1758.38,103.08,139.5,86.96,146.52,7655.02,-108.79,-74.77,-34.02,31111.68,22314.09,1487.98,7748.83,28574.94,NutriPlus,Pharmacy,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-C-2,BATCH2026019160,PL04,SO-IN01,B2B,Brazil
MAT239161,45692.13,18.22,9720.43,17859.53,4392.88,7198.41,12664.84,13269.78,968.83,738.1,730.97,2006.61,2444.13,1012.37,407.43,604.94,250779.42,194744.09,7091.89,9552.46,197204.66,CarePharma,Distributors,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-A-2,BATCH2026019161,PL05,SO-US01,B2B,Singapore
MAT239162,148158.89,30.34,51081.81,57302.64,12018.15,21855.64,24425.07,27063.37,1342.33,3519.78,1384.69,3246.05,2053.08,3968.92,1330.62,2638.3,488384.06,346382.18,55727.16,9351.48,300006.5,BioHealth,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-C-1,BATCH2026019162,PL02,SO-AP01,B2C,Brazil
MAT239163,14506.26,39.46,3735.8,5767.51,1144.94,1890.52,2071.88,2067.18,80.25,181.07,123.06,267.64,1382.66,183.69,188.39,-4.7,36758.49,24206.75,2109.74,9881.79,31978.8,HealthyWorld,Retail,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-C-4,BATCH2026019163,PL01,SO-AP01,B2C,Germany
MAT239164,12432.37,31.33,3478.56,3028.81,882.73,1712.93,2216.38,2223.05,117.88,225.78,46.34,256.45,1673.41,-54.65,-61.32,6.67,39677.96,27921.56,2851.61,2337.53,27407.48,PetCareCo,E-Commerce,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-D-1,BATCH2026019164,PL01,SO-US01,B2B,Brazil
MAT239165,69927.68,23.34,20255.58,27563.1,9294.26,17216.8,15080.36,16704.98,1016.3,1632.93,882.83,3332.02,5902.14,913.34,-711.28,1624.62,299582.7,224118.33,23451.96,9714.13,210380.5,HealthyWorld,E-Commerce,Iron Supplement - Tablet,Iron Tablet – 65 mg – Gentle Formula,Iron Supplement,Tablet,FV-A-4,BATCH2026019165,PL01,SO-EU01,B2B,USA
MAT239166,10125.41,7.86,3396.33,2420.24,759.45,1517.27,6626.66,7100.29,628.95,914.66,130.92,811.82,2144.06,613.91,140.28,473.63,128783.52,107418.09,13912.12,2112.28,95618.25,CarePharma,Pharmacy,Skin & Coat - Capsule,Pet Omega Supplement – Skin & Coat Health,Skin & Coat,Capsule,FV-C-2,BATCH2026019166,PL01,SO-EU01,B2B,Australia
MAT239167,57269.71,27.52,19856.77,12015.45,5980.96,7523.96,10550.67,10904.6,632.57,1533.76,131.37,1820.41,1423.73,651.4,297.47,353.93,208064.46,150817.85,24004.49,680.43,127493.79,PeakNutrition,Wholesale,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-B-1,BATCH2026019167,PL05,SO-US01,B2C,Germany
MAT239168,41802.2,10.05,11153.59,9796.61,3107.95,11601.84,20847.43,21865.92,1897.72,1947.82,387.53,2530.73,7124.12,2969.04,1950.55,1018.49,416101.04,342020.8,26394.08,1883.46,317510.18,BioHealth,Retail,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-A-5,BATCH2026019168,PL05,SO-EU01,B2C,Singapore
MAT239169,5890.32,5.69,2242.99,1203.57,499.98,974.13,5371.79,5510.17,530.54,899.85,59.53,748.28,2749.76,222.13,83.75,138.38,103430.1,87516.24,14223.16,412.21,73705.29,WellnessMart,Pharmacy,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-C-3,BATCH2026019169,PL03,SO-IN01,B2B,UK
MAT239170,89700.74,24.84,21786.23,18038.91,6413.84,11633.59,18122.85,19465.81,1172.94,1411.23,186.22,2112.3,1358.04,2747.99,1405.03,1342.96,361053.47,267090.97,17283.61,253.95,250061.31,WellnessMart,E-Commerce,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-2,BATCH2026019170,PL03,SO-AP01,B2B,South Africa
MAT239171,110502.52,43.38,38882.38,35459,12546.26,32585.19,12859.9,12196.18,408.5,1912.46,517.25,2417.85,7800.39,502.37,1166.09,-663.72,254720.33,162197.56,30239.04,6123.54,138082.06,VitaStore,Pharmacy,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-A-1,BATCH2026019171,PL01,SO-US01,B2B,India
MAT239172,48062.58,10.61,16569.24,10039.44,6398.12,10771.59,22671.46,22792.44,2041,3266.57,277.06,5017.31,5040.52,-803.92,-924.9,120.98,452954.06,370891.57,51674.37,635.25,319852.45,NutriPlus,Retail,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-B-1,BATCH2026019172,PL01,SO-US01,B2B,Germany
MAT239173,54471.65,11.19,16587.76,14083.36,4782.05,10937.71,24337.57,26784.78,2165.76,2870.34,599.58,3510.51,4131.06,2281.27,-165.94,2447.21,486616.19,396878.85,42792.34,3068.69,357155.2,PeakNutrition,Pharmacy,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-D-3,BATCH2026019173,PL02,SO-AP01,B2B,UAE
MAT239174,26747.26,10.91,10546.13,7760.61,2404.08,6260.73,12381.54,11486.97,1107.96,2182.71,402.85,1829.97,5428.73,-1122.89,-228.32,-894.57,245055.59,200244.76,35848.53,4617.16,169013.39,BioHealth,E-Commerce,BCAA Formula - Powder,BCAA Powder – 2:1:1 Ratio – Lemon Flavor,BCAA Formula,Powder,FV-A-2,BATCH2026019174,PL04,SO-IN01,B2C,Canada
MAT239175,21271.28,7.23,6245.19,5200.39,1827.73,3663.98,14823.85,13801.16,1423.74,1643.05,313.08,2091.23,3017.76,-588.44,434.25,-1022.69,294400.29,246600.65,23798.78,2379.48,225181.35,BioHealth,E-Commerce,Herbal Supplement - Capsule,Ashwagandha Capsule – 600 mg – Stress Support,Herbal Supplement,Capsule,FV-B-5,BATCH2026019175,PL02,SO-US01,B2B,Brazil
MAT239176,140548.05,37.56,52256.27,54899.21,12895.6,36415.15,18773.14,20663.4,790.63,3035.1,1082.31,2834.35,6404.67,3025.12,1134.86,1890.26,374192.06,250375.22,49270.74,9539.8,210644.28,NutriPlus,Distributors,Multivitamin Capsules - Capsule,Multivitamin Capsule – Daily Nutrition – 60 Count,Multivitamin Capsules,Capsule,FV-D-5,BATCH2026019176,PL04,SO-IN01,B2B,Germany
MAT239177,56953.18,35,12104.01,14891.86,3955.39,11227.34,8307.52,8177.92,387.75,483.01,210.75,939.29,3988.18,43.88,173.48,-129.6,162743.7,111212.15,4579.87,3212.3,109844.58,NutriPlus,Pharmacy,Probiotic (Pet) - Powder,Pet Probiotic Powder – Digestive Health,Probiotic (Pet),Powder,FV-D-5,BATCH2026019177,PL02,SO-EU01,B2B,UK
MAT239178,22369.46,19.08,6257.07,4577.43,1843.5,2955,6055.14,5720.85,453.94,616.5,67.56,818.05,1451.88,-347.72,-13.43,-334.29,117236.47,90480.09,8419.29,426.81,82487.61,GreenHerb,Wholesale,Protein Powder - Powder,Whey Protein Powder – Chocolate – 1 kg,Protein Powder,Powder,FV-C-2,BATCH2026019178,PL01,SO-IN01,B2C,South Africa
MAT239179,118817.2,24.62,28868.9,33312.81,8983.24,31184.06,24134.79,26380.14,1571.47,1880.82,726.28,2981.36,6535.71,2122.84,-122.51,2245.35,482519.16,357535.04,23127.07,4138.14,338546.11,HealthyWorld,Wholesale,Probiotic Capsules - Capsule,Probiotic Capsule – 20 Billion CFU – Gut Health,Probiotic Capsules,Capsule,FV-C-5,BATCH2026019179,PL05,SO-AP01,B2B,Australia
MAT239180,23938.02,10.92,8890.32,5330.03,2756.61,4006.45,11099.08,12274.65,993.03,1791.42,173.87,2117.32,2827.34,724.21,-451.36,1175.57,219144.62,179061.38,28796.25,1310.33,151575.46,PeakNutrition,E-Commerce,Calcium Supplement - Tablet,Calcium + Vitamin D Tablet – Bone Health,Calcium Supplement,Tablet,FV-A-4,BATCH2026019180,PL04,SO-AP01,B2C,Germany
MAT239181,2230.9,38.55,637.22,825.5,286.93,500.52,538.98,499.13,21.75,56.95,28.3,115.15,5049.89,-18.12,21.73,-39.85,5787.46,3840.71,437.9,8531.51,11934.32,HealthyWorld,Pharmacy,Vitamin B-Complex - Capsule,Vitamin B-Complex Capsule – Energy Formula – 60 Count,Vitamin B-Complex,Capsule,FV-B-1,BATCH2026019181,PL03,SO-AP01,B2B,Singapore
MAT239182,85493.51,20.37,26118.34,26251.61,8406.53,14461.98,21024.1,19815.41,1527.88,2492.94,772.95,3409.27,2897.19,-398.02,810.67,-1208.69,419670.56,320881.1,37172.54,5445.92,289154.48,BioHealth,Retail,Synbiotic Formula - Capsule,Synbiotic Capsule – Probiotic + Prebiotic,Synbiotic Formula,Capsule,FV-A-4,BATCH2026019182,PL04,SO-IN01,B2C,Australia
MAT239183,23185.53,7.68,7722.68,5061.55,1682.19,3721.87,15191.77,16453.13,1446.75,2073.73,221.44,1797.81,2560.5,2164.62,903.26,1261.36,301833.76,252062.12,32146.26,1097.01,221012.87,GreenHerb,Wholesale,Multivitamin Tablets - Tablet,Multivitamin Tablet – High Potency – 90 Count,Multivitamin Tablets,Tablet,FV-A-2,BATCH2026019183,PL03,SO-US01,B2B,Australia
MAT239184,35627.32,40.29,10015.01,9730.42,3496.69,3597.55,4629.68,4381.61,172.55,475.55,130.92,749.31,238.11,-130.82,117.25,-248.07,88436.49,57834.63,6430.93,3782.72,55186.42,HealthyWorld,Wholesale,Digestive Enzyme - Capsule,Digestive Enzyme Capsule – Broad Spectrum,Digestive Enzyme,Capsule,FV-C-5,BATCH2026019184,PL03,SO-EU01,B2B,UAE
MAT239185,7208.82,36.19,1963.12,1978.75,1071.5,2030.52,1238.42,1356.12,55.17,120.14,35.45,306.74,7285.2,110.92,-6.78,117.7,19919.15,13479.69,1334.77,3850,15994.92,CarePharma,Distributors,Pre-Workout - Powder,Pre-Workout Powder – Energy & Endurance,Pre-Workout,Powder,FV-A-5,BATCH2026019185,PL04,SO-IN01,B2B,India
MAT239186,47272.51,31.67,12638.22,16718.16,6647.75,5218.33,7641.32,7311.92,401.88,716.57,369.94,1788.56,605.14,-55.2,274.2,-329.4,149283.8,104775.5,9520.76,7729.09,102983.83,HealthyWorld,Wholesale,Probiotic Powder - Powder,Probiotic Powder – Unflavored – 30 Servings,Probiotic Powder,Powder,FV-A-5,BATCH2026019186,PL01,SO-EU01,B2B,Brazil
MAT239187,213954.79,46.08,75776.78,84352.45,28974.24,52108.5,23233.23,25200.63,626.54,3489.9,1360.62,5232.54,5798.42,2899.62,932.22,1967.4,464304.11,288692.06,55814.81,9718.43,242595.68,WellnessMart,Distributors,Creatine - Powder,Creatine Monohydrate Powder – Micronized – 300 g,Creatine,Powder,FV-C-3,BATCH2026019187,PL01,SO-EU01,B2C,Germany
MAT239188,196363.68,42.04,78028.22,51428.14,14968.39,43634.3,23370.53,23282.87,798.09,4166.68,595.38,2911.67,4966.25,424.39,512.05,-87.66,467078.13,300899.87,69261.99,3233.22,234871.1,PetCareCo,Pharmacy,Prenatal Vitamin - Capsule,Prenatal Multivitamin Capsule – DHA Enriched – 90 Count,Prenatal Vitamin,Capsule,FV-D-3,BATCH2026019188,PL03,SO-IN01,B2B,UAE
MAT239189,52143.72,32.81,13824.45,12693.43,3318,5459.67,8119.59,9040.05,410.59,749.68,169.36,837.73,383.47,975.15,54.69,920.46,158946.73,110551.17,9907.05,2328.14,102972.26,WellnessMart,E-Commerce,Keto Supplement - Capsule,Keto Support Capsule – Exogenous Ketones,Keto Supplement,Capsule,FV-C-5,BATCH2026019189,PL02,SO-EU01,B2B,Germany
MAT239190,195373.22,46.65,65408.92,68158.45,14105.57,47341.49,20980.31,20830.77,544.47,2887.17,990.6,2470.15,5750.21,-150.42,-0.88,-149.54,418785.84,259060.23,45066.89,7494.28,221487.62,BioHealth,E-Commerce,Vitamin D - Tablet,Vitamin D3 Tablet – 2000 IU – 120 Count,Vitamin D,Tablet,FV-C-1,BATCH2026019190,PL04,SO-EU01,B2C,Canada
MAT239191,75348.9,33.68,28302.34,22792.9,9240.96,10556.26,11325.21,10684.05,555.07,1859.05,403.46,2304.59,1763.84,-697.92,-56.76,-641.16,223713.44,154510.18,30011.41,5222.41,129721.18,CarePharma,Pharmacy,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-D-3,BATCH2026019191,PL02,SO-US01,B2B,USA
MAT239192,128316.05,39.01,50912.24,44565.85,17548.03,25014.78,16531.45,18467.35,653.51,2940.98,774.14,3760.67,3902.92,2014.66,78.76,1935.9,328900.65,217414.99,48645.03,7418.34,176188.3,PeakNutrition,E-Commerce,Collagen Powder - Powder,Collagen Peptides Powder – Unflavored – 500 g,Collagen Powder,Powder,FV-B-2,BATCH2026019192,PL02,SO-IN01,B2C,Canada
MAT239193,18925.94,11.1,5974.18,3987.55,1949.81,4208.9,8693.87,9090.87,775.15,1088.29,110.18,1479.17,4973.12,652.11,255.11,397,170549.72,139190.34,16232.84,723.91,123681.41,VitaStore,E-Commerce,Amino Acid - Powder,Essential Amino Acid Powder – Berry Flavor,Amino Acid,Powder,FV-A-5,BATCH2026019193,PL04,SO-IN01,B2B,UK
